order_id,customer_id,customer_name,customer_type,region,order_date,delivery_date,sales,profit
ST2017-196690,邹荣_1962,邹荣,B,华南,10/17/2017 0:00,10/22/2017 0:00,92.13393185,25.0739477
ST2017-179754,宋伟_3500,宋伟,B,华北,5/14/2017 0:00,5/21/2017 0:00,5336.523479,1584.483204
ST2017-174642,丁雪梅_5851,丁雪梅,B,华北,10/3/2017 0:00,10/10/2017 0:00,5315.395813,1005.65821
ST2017-139349,张荣_5856,张荣,C,东北,9/16/2017 0:00,9/21/2017 0:00,580.2046095,264.0038084
ST2017-130680,王红霞_2585,王红霞,C,东北,10/16/2017 0:00,10/24/2017 0:00,538.2737752,301.0236296
ST2017-168284,阮婷婷_1483,阮婷婷,C,华中,8/13/2017 0:00,8/23/2017 0:00,2042.664888,896.3441985
ST2017-107415,邓宇_2673,邓宇,C,华中,10/20/2017 0:00,10/29/2017 0:00,2033.209674,839.4405617
ST2017-171491,王丹丹_5516,王丹丹,B,华中,9/7/2017 0:00,9/14/2017 0:00,1256.757613,279.2676436
ST2017-156077,江丹_3042,江丹,A,华南,3/21/2017 0:00,3/25/2017 0:00,381.3401676,33.24954959
ST2017-177526,欧霞_2476,欧霞,C,华中,6/18/2017 0:00,6/27/2017 0:00,2149.549922,1211.510475
ST2017-152392,刘志强_9854,刘志强,A,华东,9/3/2017 0:00,9/6/2017 0:00,334.5961019,24.72659605
ST2017-154788,张冬梅_8640,张冬梅,B,华中,8/21/2017 0:00,8/29/2017 0:00,746.5024872,209.8858764
ST2017-136960,邹荣_1962,邹荣,B,华南,5/5/2017 0:00,5/10/2017 0:00,2994.812246,541.5058613
ST2017-157044,宫玉兰_7557,宫玉兰,C,华北,2/1/2017 0:00,2/8/2017 0:00,353.1425526,194.6146818
ST2017-121396,陈兰英_8355,陈兰英,B,华中,4/29/2017 0:00,5/4/2017 0:00,281.2986778,46.17117445
ST2017-171461,杜建平_4614,杜建平,A,华北,3/20/2017 0:00,3/27/2017 0:00,1824.435372,107.9579728
ST2017-143107,邓玉兰_3579,邓玉兰,B,西南,4/14/2017 0:00,4/24/2017 0:00,336.4223872,58.38008332
ST2017-199540,徐桂芳_7425,徐桂芳,C,西南,11/10/2017 0:00,11/21/2017 0:00,1610.977962,733.1620777
ST2017-194778,彭洋_9723,彭洋,C,华南,10/9/2017 0:00,10/14/2017 0:00,2270.895872,1151.023753
ST2017-123036,郝秀华_6245,郝秀华,C,华东,8/3/2017 0:00,8/6/2017 0:00,5634.630759,2260.013082
ST2017-184407,成东_1369,成东,C,东北,4/2/2017 0:00,4/8/2017 0:00,2635.054403,1214.773767
ST2017-185377,胡凤英_7234,胡凤英,C,华南,6/7/2017 0:00,6/12/2017 0:00,272.339197,128.8567188
ST2017-195230,乔燕_2011,乔燕,B,华北,8/31/2017 0:00,9/7/2017 0:00,9139.809145,2643.768808
ST2017-165108,韦利_9776,韦利,B,华北,10/21/2017 0:00,10/27/2017 0:00,80.0084701,13.8580997
ST2017-144069,叶晶_6775,叶晶,B,东北,8/14/2017 0:00,8/21/2017 0:00,917.0135754,156.4904408
ST2017-139489,庞桂花_6708,庞桂花,B,华中,9/2/2017 0:00,9/11/2017 0:00,1567.002306,373.2452593
ST2017-144947,李丽丽_8776,李丽丽,B,华北,7/23/2017 0:00,7/31/2017 0:00,16214.19243,2488.612423
ST2017-108761,韦婷婷_5153,韦婷婷,C,华北,12/15/2017 0:00,12/24/2017 0:00,2180.502652,1085.566367
ST2017-186646,吴淑珍_1907,吴淑珍,C,华东,8/16/2017 0:00,8/19/2017 0:00,1003.074933,505.4281556
ST2017-196413,成东_1369,成东,C,华北,7/27/2017 0:00,8/2/2017 0:00,20386.42094,11423.44791
ST2017-180310,龙淑英_1076,龙淑英,A,华中,5/1/2017 0:00,5/13/2017 0:00,2967.728255,214.7733674
ST2017-153672,谢坤_1060,谢坤,B,西南,10/24/2017 0:00,11/3/2017 0:00,1539.817774,364.3534041
ST2017-118192,汤颖_3597,汤颖,C,华东,8/6/2017 0:00,8/10/2017 0:00,298.6493592,156.7308897
ST2017-155540,赵伟_5923,赵伟,B,华北,5/20/2017 0:00,5/28/2017 0:00,160.0775522,27.363505
ST2017-198906,韩玉_4905,韩玉,B,华南,5/20/2017 0:00,5/28/2017 0:00,43.16510981,9.230808996
ST2017-198550,谢杨_8341,谢杨,B,东北,10/31/2017 0:00,11/7/2017 0:00,1779.592824,318.0218823
ST2017-163464,章龙_6035,章龙,C,华东,4/26/2017 0:00,4/29/2017 0:00,1784.448058,1038.063575
ST2017-157866,刘璐_5522,刘璐,A,西南,6/14/2017 0:00,6/23/2017 0:00,7131.12961,412.0745364
ST2017-194965,金坤_1225,金坤,A,华中,10/27/2017 0:00,11/8/2017 0:00,165.9861701,14.18429271
ST2017-101126,陈平_1485,陈平,C,华中,2/2/2017 0:00,2/13/2017 0:00,1435.451495,678.0128525
ST2017-196177,陈红梅_5363,陈红梅,B,华北,5/23/2017 0:00,5/30/2017 0:00,1552.280529,279.097135
ST2017-145052,杨晨_7459,杨晨,B,华中,10/12/2017 0:00,10/18/2017 0:00,35.0640948,8.38794417
ST2017-173641,李建军_4225,李建军,A,华南,6/12/2017 0:00,6/16/2017 0:00,284.0191679,17.46911795
ST2017-180490,赵红_4333,赵红,C,华北,8/26/2017 0:00,9/3/2017 0:00,8691.905313,3595.907261
ST2017-186965,张婷婷_9146,张婷婷,C,华中,11/5/2017 0:00,11/19/2017 0:00,790.7557931,352.2694575
ST2017-149430,俞超_3888,俞超,B,西南,1/18/2017 0:00,1/27/2017 0:00,1739.345915,433.6228315
ST2017-150362,刘秀梅_9794,刘秀梅,C,华东,6/16/2017 0:00,6/19/2017 0:00,308.3222129,181.6041612
ST2017-124856,侯文_7750,侯文,B,华中,3/17/2017 0:00,3/23/2017 0:00,507.9457319,82.37899978
ST2017-182024,李艳_1998,李艳,C,东北,3/15/2017 0:00,3/22/2017 0:00,168.927783,100.0773013
ST2017-194918,张鹏_4815,张鹏,C,西南,6/9/2017 0:00,6/18/2017 0:00,92.87138111,43.68243114
ST2017-177366,邓丹丹_1530,邓丹丹,B,华中,5/12/2017 0:00,5/24/2017 0:00,456.6796071,118.5115474
ST2017-139226,孟桂兰_6724,孟桂兰,B,华北,8/28/2017 0:00,9/3/2017 0:00,1783.835626,382.2050899
ST2017-195421,苏玉华_7174,苏玉华,B,华北,10/16/2017 0:00,10/24/2017 0:00,687.70487,201.2668322
ST2017-120605,邓玉兰_3579,邓玉兰,B,东北,8/17/2017 0:00,8/24/2017 0:00,685.7260903,120.2946385
ST2017-197462,陈杰_1243,陈杰,B,华中,11/1/2017 0:00,11/12/2017 0:00,2120.41045,385.5221877
ST2017-112319,刘梅_1245,刘梅,B,西南,11/4/2017 0:00,11/13/2017 0:00,690.786069,141.7986458
ST2017-107212,刘斌_9028,刘斌,C,华中,11/2/2017 0:00,11/15/2017 0:00,3981.709331,1740.520726
ST2017-168437,萧玉_6550,萧玉,A,东北,10/7/2017 0:00,10/13/2017 0:00,5.427950044,0.325078
ST2017-169295,李桂荣_5633,李桂荣,C,华中,10/5/2017 0:00,10/17/2017 0:00,680.2434391,316.2229515
ST2017-174988,刘秀梅_9794,刘秀梅,C,华东,1/21/2017 0:00,1/23/2017 0:00,367.374985,174.7924457
ST2017-153369,李涛_3773,李涛,C,西南,11/27/2017 0:00,12/6/2017 0:00,1668.61724,926.6997854
ST2017-117139,白雪_5101,白雪,B,华北,11/4/2017 0:00,11/11/2017 0:00,706.9522651,155.7551998
ST2017-192164,李荣_5940,李荣,C,华东,11/28/2017 0:00,11/30/2017 0:00,1557.752639,668.2001158
ST2017-113826,卢凤兰_1514,卢凤兰,A,西南,9/4/2017 0:00,9/14/2017 0:00,1300.616215,114.1689548
ST2017-198291,陈坤_7973,陈坤,B,西南,2/10/2017 0:00,2/20/2017 0:00,201.0751153,36.67316509
ST2017-123022,花鑫_5521,花鑫,C,华东,9/8/2017 0:00,9/11/2017 0:00,4050.688869,2198.765881
ST2017-156783,邓玉兰_3579,邓玉兰,B,华东,12/18/2017 0:00,12/21/2017 0:00,867.6549803,162.9758292
ST2017-101458,林玲_2313,林玲,C,华北,8/10/2017 0:00,8/18/2017 0:00,1215.926281,513.8943537
ST2017-173402,陈燕_1108,陈燕,C,华中,11/1/2017 0:00,11/11/2017 0:00,1260.372842,595.8710347
ST2017-126326,林淑华_6883,林淑华,C,西南,1/17/2017 0:00,1/26/2017 0:00,535.4336235,256.7822442
ST2017-193172,康淑华_4850,康淑华,C,华南,8/9/2017 0:00,8/16/2017 0:00,1167.271625,682.616043
ST2017-191124,孙丽娟_3923,孙丽娟,C,东北,6/29/2017 0:00,7/6/2017 0:00,739.5478222,422.8498977
ST2017-130810,王涛_6315,王涛,B,华北,8/14/2017 0:00,8/22/2017 0:00,10739.65992,2950.817596
ST2017-133263,詹勇_4553,詹勇,B,华中,9/16/2017 0:00,9/23/2017 0:00,1641.483279,362.4253154
ST2017-129724,陈秀云_6835,陈秀云,A,华南,4/6/2017 0:00,4/12/2017 0:00,206.454972,15.69145799
ST2017-104770,刘颖_8535,刘颖,A,华南,5/12/2017 0:00,5/18/2017 0:00,4254.024345,240.8717018
ST2017-177192,赵超_3076,赵超,C,华南,11/3/2017 0:00,11/8/2017 0:00,106.4618465,51.38889956
ST2017-156414,吕琴_7118,吕琴,A,华中,10/29/2017 0:00,11/11/2017 0:00,2767.209997,238.07846
ST2017-106081,张秀荣_6581,张秀荣,C,东北,11/27/2017 0:00,12/3/2017 0:00,1157.99468,608.0290042
ST2017-156753,李帅_5451,李帅,C,华北,8/10/2017 0:00,8/18/2017 0:00,9981.666,4857.129441
ST2017-128986,赵梅_3292,赵梅,B,华东,3/25/2017 0:00,3/28/2017 0:00,237.0090987,39.00596719
ST2017-194513,陈海燕_5200,陈海燕,A,华中,11/24/2017 0:00,12/7/2017 0:00,3518.028996,183.007515
ST2017-120407,王凯_4326,王凯,A,华北,6/4/2017 0:00,6/12/2017 0:00,3510.189439,208.4835289
ST2017-163578,韩玉_4905,韩玉,B,华南,1/7/2017 0:00,1/12/2017 0:00,438.3616403,110.5297121
ST2017-110291,高琴_3117,高琴,C,华南,10/25/2017 0:00,10/30/2017 0:00,2266.22872,932.6281416
ST2017-173002,孔秀兰_2954,孔秀兰,A,东北,11/21/2017 0:00,11/29/2017 0:00,446.6516963,37.71813846
ST2017-177005,李丽华_4192,李丽华,C,华东,5/22/2017 0:00,5/18/2017 0:00,3529.442963,1411.873644
ST2017-134495,吴阳_7715,吴阳,A,华中,4/22/2017 0:00,5/1/2017 0:00,166.2521736,9.549490376
ST2017-104055,张秀云_3759,张秀云,A,华中,3/3/2017 0:00,3/15/2017 0:00,682.9034739,66.51652937
ST2017-154225,张秀兰_3134,张秀兰,A,华南,12/11/2017 0:00,12/16/2017 0:00,64.32447736,5.372250958
ST2017-165460,李荣_5940,李荣,C,西南,2/8/2017 0:00,2/16/2017 0:00,160.2393986,88.57435213
ST2017-161786,李平_5797,李平,B,华北,9/18/2017 0:00,9/26/2017 0:00,81.55743772,15.91057052
ST2017-149941,蔡柳_7024,蔡柳,C,华北,10/20/2017 0:00,10/28/2017 0:00,10158.01477,5074.418039
ST2017-132545,李金凤_1571,李金凤,C,华中,8/6/2017 0:00,8/8/2017 0:00,2180.805331,884.0254874
ST2017-164530,陈军_8081,陈军,C,东北,8/10/2017 0:00,8/17/2017 0:00,152.2802196,88.36932916
ST2017-107128,王文_9077,王文,B,东北,12/8/2017 0:00,12/15/2017 0:00,1636.008825,451.789147
ST2017-103469,张娜_3749,张娜,B,华中,9/10/2017 0:00,9/22/2017 0:00,62.63172795,18.55581196
ST2017-151584,余龙_7320,余龙,B,华中,9/7/2017 0:00,9/14/2017 0:00,3565.89753,908.4298411
ST2017-153420,刁辉_1755,刁辉,B,华中,11/15/2017 0:00,11/25/2017 0:00,4460.007766,1307.065262
ST2017-115643,钟华_6978,钟华,B,华中,1/19/2017 0:00,1/26/2017 0:00,6257.042624,1057.133094
ST2017-162083,罗秀荣_9122,罗秀荣,A,东北,3/26/2017 0:00,4/3/2017 0:00,64.40618099,5.937545811
ST2017-150598,何娟_3921,何娟,A,华南,1/17/2017 0:00,1/22/2017 0:00,805.325529,75.30839816
ST2017-184903,孟玉英_5964,孟玉英,C,东北,8/12/2017 0:00,8/18/2017 0:00,161.4104579,86.38861697
ST2017-130507,成东_1369,成东,C,东北,12/30/2016 0:00,1/5/2017 0:00,230.0065873,96.54574926
ST2017-147418,刘晶_2221,刘晶,B,华中,9/11/2017 0:00,9/23/2017 0:00,20.53063206,5.504584988
ST2017-190562,刘秀梅_9794,刘秀梅,C,西南,8/1/2017 0:00,8/10/2017 0:00,1013.904939,511.6610278
ST2017-108152,王娜_6632,王娜,A,华东,5/2/2017 0:00,5/5/2017 0:00,457.5743461,29.22655236
ST2017-133080,张涛_3088,张涛,B,华中,12/5/2017 0:00,12/12/2017 0:00,816.6911322,147.3728495
ST2017-136369,林楠_2873,林楠,C,华北,8/23/2017 0:00,8/31/2017 0:00,14072.85152,7142.088955
ST2017-142085,唐杨_5931,唐杨,C,华北,5/20/2017 0:00,5/27/2017 0:00,3928.851808,2187.931085
ST2017-165060,李丽华_4192,李丽华,C,东北,1/18/2017 0:00,1/23/2017 0:00,1685.507423,939.8685262
ST2017-152697,马霞_9990,马霞,C,华北,7/29/2017 0:00,8/6/2017 0:00,4306.152986,1812.005487
ST2017-169081,舒玉珍_1985,舒玉珍,C,华中,11/10/2017 0:00,11/21/2017 0:00,2679.259575,1432.638033
ST2017-141899,向莹_9251,向莹,B,东北,7/27/2017 0:00,8/3/2017 0:00,327.4601893,85.41994234
ST2017-156517,李梅_6340,李梅,B,华南,9/21/2017 0:00,9/27/2017 0:00,82.27971211,23.13266934
ST2017-128851,倪凤英_4321,倪凤英,B,东北,1/21/2017 0:00,1/27/2017 0:00,1718.222854,366.8999023
ST2017-196012,张欢_2419,张欢,C,东北,7/2/2017 0:00,7/10/2017 0:00,138.8182652,73.46875197
ST2017-153202,杨玉梅_5884,杨玉梅,C,华南,12/12/2017 0:00,12/17/2017 0:00,63.11537064,31.54210245
ST2017-148567,李娟_4735,李娟,B,华中,5/4/2017 0:00,5/17/2017 0:00,950.7206118,159.3682621
ST2017-112331,张丽华_8431,张丽华,B,东北,3/29/2017 0:00,4/4/2017 0:00,1393.445196,394.4698867
ST2017-142410,陈秀英_2178,陈秀英,C,华南,10/16/2017 0:00,10/21/2017 0:00,7117.769423,4008.695444
ST2017-189946,陈磊_2951,陈磊,B,华北,4/30/2017 0:00,5/8/2017 0:00,733.2824445,216.4376592
ST2017-169079,曾慧_9138,曾慧,C,华北,1/13/2017 0:00,1/21/2017 0:00,1343.24966,570.8766413
ST2017-189768,岑敏_7980,岑敏,A,华南,1/5/2017 0:00,1/11/2017 0:00,882.8171785,56.84977047
ST2017-119234,曾瑜_4305,曾瑜,B,东北,7/12/2017 0:00,7/17/2017 0:00,663.1297896,160.1880059
ST2017-149080,卢凤兰_1514,卢凤兰,A,华北,8/13/2017 0:00,8/20/2017 0:00,1442.126196,124.6908179
ST2017-176793,熊明_3901,熊明,A,东北,3/27/2017 0:00,4/2/2017 0:00,332.2181945,33.20871279
ST2017-197613,彭洋_9723,彭洋,C,东北,5/2/2017 0:00,5/6/2017 0:00,48.08992731,27.54025391
ST2017-151712,纪欢_5278,纪欢,A,华中,11/21/2017 0:00,12/2/2017 0:00,348.7668326,18.17561497
ST2017-145447,张荣_5856,张荣,C,华南,6/25/2017 0:00,6/30/2017 0:00,1049.685997,601.2513618
ST2017-133589,李凤兰_1404,李凤兰,B,华北,12/6/2017 0:00,12/13/2017 0:00,4496.663198,1155.488442
ST2017-151328,李华_7386,李华,B,华中,10/30/2017 0:00,11/7/2017 0:00,117.8516317,30.15756822
ST2017-189134,舒玉珍_1985,舒玉珍,C,华东,1/1/2017 0:00,1/10/2017 0:00,1000,538.9008844
ST2017-112606,谢桂珍_9626,谢桂珍,A,东北,2/12/2017 0:00,2/18/2017 0:00,225.6889005,22.33107004
ST2017-122401,慕秀英_8740,慕秀英,C,华中,1/6/2017 0:00,1/18/2017 0:00,4135.689071,1666.690099
ST2017-183539,陈娟_5653,陈娟,B,华北,2/2/2017 0:00,2/9/2017 0:00,116.1830124,21.82537688
ST2017-132438,陈艳_8137,陈艳,B,西南,3/27/2017 0:00,4/6/2017 0:00,402.8963504,92.34958895
ST2017-170604,耿楠_3687,耿楠,C,华北,8/20/2017 0:00,8/28/2017 0:00,1317.170042,746.3154194
ST2017-196030,余平_2623,余平,B,西南,12/7/2017 0:00,12/18/2017 0:00,404.797215,113.215798
ST2017-119325,聂桂兰_1536,聂桂兰,C,华北,4/16/2017 0:00,4/26/2017 0:00,4984.036805,2436.234809
ST2017-164906,陈文_9993,陈文,C,华南,8/22/2017 0:00,8/29/2017 0:00,570.8192812,335.361703
ST2017-158564,张华_3201,张华,C,华北,8/4/2017 0:00,8/13/2017 0:00,14144.30268,7814.772598
ST2017-150382,刘佳_5043,刘佳,A,东北,7/23/2017 0:00,7/30/2017 0:00,1315.789669,102.5581276
ST2017-193155,薛淑珍_5640,薛淑珍,C,西南,3/13/2017 0:00,3/22/2017 0:00,23.77788854,9.776469447
ST2017-100286,葛秀荣_7706,葛秀荣,B,西南,12/10/2017 0:00,12/19/2017 0:00,106.0371235,26.22305493
ST2017-141452,孙凤英_2608,孙凤英,B,华北,10/19/2017 0:00,10/27/2017 0:00,79.87985562,13.50640437
ST2017-147212,温玉梅_8878,温玉梅,C,华中,7/24/2017 0:00,8/2/2017 0:00,1249.224878,707.8028766
ST2017-199128,冯帆_7307,冯帆,C,西南,2/13/2017 0:00,2/24/2017 0:00,87.72751066,41.2167595
ST2017-180888,吴秀云_2686,吴秀云,C,华中,12/1/2017 0:00,12/10/2017 0:00,72.54640303,30.87764215
ST2017-177681,王文_9077,王文,B,华中,10/9/2017 0:00,10/24/2017 0:00,58.03712243,14.91062155
ST2017-117765,吴淑珍_1907,吴淑珍,C,华北,8/18/2017 0:00,8/26/2017 0:00,3679.149579,2132.958454
ST2017-185165,刘雪梅_9765,刘雪梅,B,西南,9/28/2017 0:00,10/9/2017 0:00,724.2313929,157.6838161
ST2017-109519,熊淑华_2411,熊淑华,B,华北,8/20/2017 0:00,8/26/2017 0:00,2483.965676,541.6570632
ST2017-160196,金坤_1225,金坤,A,华北,9/14/2017 0:00,9/19/2017 0:00,332.3922526,18.86417394
ST2017-193267,陆帅_2580,陆帅,C,华北,3/27/2017 0:00,4/3/2017 0:00,1212.302474,707.2187898
ST2017-173854,孙琴_1396,孙琴,B,东北,7/14/2017 0:00,7/22/2017 0:00,2229.195053,414.1640851
ST2017-104169,王玉华_9978,王玉华,C,华中,7/24/2017 0:00,8/5/2017 0:00,2414.042016,1301.63564
ST2017-183500,娄玉_3908,娄玉,C,华中,9/21/2017 0:00,9/27/2017 0:00,305.6017228,154.3050171
ST2017-160517,陈磊_2951,陈磊,B,东北,8/10/2017 0:00,8/17/2017 0:00,388.3403411,97.64049427
ST2017-172428,徐晶_5583,徐晶,A,华北,10/4/2017 0:00,10/11/2017 0:00,5088.002014,348.9357165
